pdb_id,split,cluster_id,n_residues,n_contacts,contact_rate
8HA2,test,523.0,218,2,0.009174311926605505
8HAF,val,81.0,1167,4,0.003427592116538132
8HBV,val,603.0,414,10,0.024154589371980676
8HBW,val,603.0,414,8,0.01932367149758454
8HDF,train,87.0,539,2,0.0037105751391465678
8HDO,train,55.0,1028,8,0.007782101167315175
8HDP,train,55.0,1041,2,0.0019212295869356388
8HF3,train,470.0,419,6,0.014319809069212411
8HF8,train,522.0,521,14,0.026871401151631478
8HFC,train,470.0,498,1,0.002008032128514056
8HGZ,test,277.0,200,4,0.02
8HJU,train,88.0,2330,14,0.006008583690987125
8HJV,train,394.0,2265,5,0.002207505518763797
8HK2,train,55.0,1212,1,0.0008250825082508251
8HK5,train,55.0,967,1,0.001034126163391934
8HKJ,val,125.0,4996,3,0.0006004803843074459
8HLV,val,427.0,669,3,0.004484304932735426
8HNL,train,55.0,1135,1,0.000881057268722467
8HNM,train,55.0,1117,1,0.0008952551477170994
8HPD,val,427.0,651,2,0.0030721966205837174
8HQ8,val,427.0,1337,9,0.006731488406881077
8HSI,test,144.0,405,6,0.014814814814814815
8HTU,val,596.0,5088,14,0.002751572327044025
8HUA,test,617.0,752,3,0.003989361702127659
8I2G,test,767.0,1540,43,0.02792207792207792
8I35,train,476.0,3168,48,0.015151515151515152
8I41,test,621.0,1565,5,0.003194888178913738
8I42,test,621.0,1560,10,0.00641025641025641
8I47,test,621.0,1560,20,0.01282051282051282
8I48,test,621.0,1560,20,0.01282051282051282
8I5B,train,650.0,1563,7,0.004478566858605247
8I5G,train,650.0,1565,4,0.0025559105431309905
8I5X,train,650.0,1565,12,0.0076677316293929714
8I5Y,train,650.0,1565,6,0.0038338658146964857
8I6M,train,476.0,3168,18,0.005681818181818182
8I6V,test,709.0,1594,2,0.0012547051442910915
8I8E,train,476.0,3606,24,0.0066555740432612314
8IAP,train,768.0,4261,6,0.0014081201595869514
8IAQ,train,668.0,3846,9,0.00234009360374415
8IB5,train,768.0,4182,11,0.0026303204208512673
8IB6,train,668.0,3817,10,0.0026198585276395073
8IBA,train,768.0,4194,12,0.002861230329041488
8IBB,train,668.0,3815,9,0.00235910878112713
8IBE,train,768.0,4227,9,0.0021291696238466998
8IBF,train,668.0,3836,6,0.0015641293013555788
8IC3,train,768.0,4194,11,0.0026227944682880307
8IC4,train,668.0,3804,12,0.0031545741324921135
8ID6,train,55.0,1139,2,0.001755926251097454
8IJL,train,406.0,1248,8,0.00641025641025641
8IJM,train,406.0,1248,2,0.0016025641025641025
8IJN,test,83.0,3550,49,0.01380281690140845
8IJV,train,406.0,1250,8,0.0064
8IJW,train,406.0,1250,4,0.0032
8IJX,train,406.0,1250,10,0.008
8IM7,test,191.0,1289,1,0.0007757951900698216
8IMX,train,766.0,2402,4,0.0016652789342214821
8IMY,train,766.0,2393,11,0.00459674049310489
8IOG,train,463.0,4181,3,0.0007175316909830184
8IPZ,test,277.0,200,5,0.025
8IR5,train,622.0,5283,37,0.007003596441415862
8IR6,train,622.0,5283,39,0.0073821692220329355
8IR7,train,622.0,5283,38,0.007192882831724399
8IR8,train,622.0,5283,35,0.006625023660798789
8IR9,train,622.0,5283,37,0.007003596441415862
8IRA,train,622.0,5283,38,0.007192882831724399
8IRB,train,622.0,5283,38,0.007192882831724399
8IRC,train,622.0,5283,41,0.00776074200265001
8IRD,train,622.0,5283,39,0.0073821692220329355
8IRE,train,622.0,5283,36,0.0068143100511073255
8IRF,train,622.0,5283,34,0.006435737270490252
8IRG,train,622.0,5283,37,0.007003596441415862
8IRH,train,622.0,5283,39,0.0073821692220329355
8IRI,train,622.0,5283,36,0.0068143100511073255
8IRR,train,55.0,1032,13,0.012596899224806201
8IRU,train,55.0,1123,36,0.032056990204808546
8IRV,train,55.0,912,46,0.05043859649122807
8IS0,test,395.0,750,4,0.005333333333333333
8ISM,val,601.0,581,4,0.0068846815834767644
8ITT,val,601.0,1158,13,0.011226252158894647
8IU0,test,41.0,255,1,0.00392156862745098
8IUG,train,88.0,2356,11,0.00466893039049236
8IUN,train,88.0,2318,15,0.0064710957722174285
8IVL,val,298.0,134,2,0.014925373134328358
8IWH,train,622.0,7531,9,0.001195060416943301
8IWX,val,427.0,654,3,0.0045871559633027525
8IWY,val,427.0,654,2,0.0030581039755351682
8IWZ,val,427.0,654,2,0.0030581039755351682
8IX0,val,427.0,654,1,0.0015290519877675841
8IX1,val,427.0,654,4,0.0061162079510703364
8IX2,val,427.0,654,1,0.0015290519877675841
8IXN,train,801.0,4050,8,0.0019753086419753087
8IXO,train,801.0,4185,9,0.002150537634408602
8IZB,train,55.0,1046,1,0.0009560229445506692
8J0D,val,427.0,711,1,0.0014064697609001407
8J0J,val,646.0,1131,18,0.015915119363395226
8J1E,val,646.0,954,12,0.012578616352201259
8J1N,val,603.0,414,12,0.028985507246376812
8J4C,train,68.0,816,14,0.01715686274509804
8J4F,train,650.0,1446,5,0.003457814661134163
8J5K,train,622.0,7302,10,0.001369487811558477
8J5O,train,88.0,2318,6,0.0025884383088869713
8J5P,train,88.0,2331,2,0.000858000858000858
8J5Z,test,581.0,3056,7,0.0022905759162303663
8J6M,val,198.0,1282,11,0.00858034321372855
8J6Z,val,596.0,3963,8,0.0020186727226848347
8J7A,val,596.0,3121,4,0.001281640499839795
8J7B,val,596.0,3213,6,0.0018674136321195146
8J7F,train,396.0,1176,4,0.003401360544217687
8J7M,train,396.0,1028,10,0.009727626459143969
8J8E,val,601.0,1162,12,0.010327022375215147
8JBK,train,406.0,2641,12,0.004543733434305188
8JBL,train,406.0,2640,13,0.004924242424242424
8JBM,train,406.0,2640,11,0.004166666666666667
8JC0,test,114.0,589,2,0.003395585738539898
8JC8,train,400.0,1398,17,0.012160228898426323
8JC9,train,400.0,1307,27,0.020657995409334353
8JD0,val,145.0,1532,1,0.0006527415143603133
8JD1,val,145.0,1508,1,0.000663129973474801
8JD3,val,145.0,2148,1,0.0004655493482309125
8JD5,val,145.0,2389,2,0.0008371703641691084
8JD9,train,722.0,1870,6,0.0032085561497326204
8JEM,val,241.0,1674,20,0.011947431302270013
8JES,val,241.0,1674,18,0.010752688172043012
8JEW,train,802.0,512,5,0.009765625
8JEZ,train,802.0,513,5,0.009746588693957114
8JF1,train,802.0,513,5,0.009746588693957114
8JF2,val,241.0,1990,11,0.005527638190954774
8JFZ,train,406.0,2642,15,0.005677517032551098
8JIM,train,55.0,1144,1,0.0008741258741258741
8JJ3,test,621.0,1560,22,0.014102564102564103
8JJR,val,596.0,5073,13,0.002562586240883107
8JKV,test,311.0,1054,6,0.0056925996204933585
8JL1,test,311.0,1054,2,0.0018975332068311196
8JL3,test,311.0,1054,6,0.0056925996204933585
8JL4,test,311.0,1066,4,0.00375234521575985
8JMN,train,406.0,1250,10,0.008
8JQR,train,200.0,2124,3,0.0014124293785310734
8JT6,train,55.0,1100,23,0.02090909090909091
8JT8,train,753.0,355,5,0.014084507042253521
8JUN,val,198.0,1356,4,0.0029498525073746312
8JW0,val,596.0,5585,4,0.0007162041181736795
8JWY,val,699.0,448,12,0.026785714285714284
8JWZ,val,699.0,450,13,0.028888888888888888
8JXQ,train,308.0,1388,2,0.001440922190201729
8JZE,val,596.0,4960,2,0.0004032258064516129
8JZF,val,596.0,4640,2,0.0004310344827586207
8JZN,train,712.0,1489,7,0.0047011417058428475
8JZS,train,42.0,972,10,0.0102880658436214
8JZX,train,42.0,910,9,0.00989010989010989
8K1M,train,574.0,951,2,0.002103049421661409
8K1N,train,574.0,952,1,0.0010504201680672268
8K1O,train,574.0,937,4,0.004268943436499467
8K1P,train,574.0,934,1,0.0010706638115631692
8K1Q,test,803.0,484,4,0.008264462809917356
8K1R,train,68.0,814,12,0.014742014742014743
8K1V,test,803.0,484,1,0.002066115702479339
8K1Y,val,601.0,582,10,0.01718213058419244
8K2W,val,428.0,386,1,0.0025906735751295338
8K3P,train,82.0,1320,6,0.004545454545454545
8K3Q,train,82.0,1448,4,0.0027624309392265192
8K3R,train,82.0,1404,4,0.002849002849002849
8K3T,train,82.0,1254,8,0.006379585326953748
8K3U,train,82.0,1194,2,0.0016750418760469012
8K3V,train,82.0,1400,4,0.002857142857142857
8K3W,train,82.0,1388,4,0.002881844380403458
8K65,test,617.0,752,5,0.006648936170212766
8K66,test,312.0,886,17,0.019187358916478554
8K69,test,312.0,916,32,0.034934497816593885
8K6Y,test,617.0,752,5,0.006648936170212766
8K9Q,val,199.0,927,2,0.002157497303128371
8K9R,val,199.0,962,3,0.0031185031185031187
8K9T,val,199.0,965,2,0.002072538860103627
8KCO,test,191.0,1313,2,0.0015232292460015233
8KCP,test,191.0,1313,2,0.0015232292460015233
8KCS,test,191.0,1313,1,0.0007616146230007616
8KCT,test,191.0,1313,2,0.0015232292460015233
8KCU,test,191.0,1313,3,0.002284843869002285
8KCW,val,198.0,1252,4,0.003194888178913738
8KDE,train,622.0,2344,9,0.0038395904436860067
8KDH,test,43.0,506,1,0.001976284584980237
8KDJ,test,43.0,499,2,0.004008016032064128
8KH4,train,55.0,1001,1,0.000999000999000999
8KH5,train,55.0,1030,2,0.001941747572815534
8OLT,train,768.0,8202,19,0.002316508168739332
8OM1,train,768.0,8234,35,0.004250667962108331
8OMZ,train,804.0,1072,6,0.005597014925373134
8ONT,train,551.0,558,5,0.008960573476702509
8OO1,train,804.0,1068,2,0.0018726591760299626
8OQZ,test,191.0,1316,3,0.0022796352583586625
8OUD,val,110.0,1596,2,0.0012531328320802004
8OUO,train,367.0,1273,3,0.002356637863315004
8OVC,test,83.0,5551,31,0.005584579355071158
8OVD,test,83.0,5532,44,0.007953723788864787
8OX9,train,604.0,1411,3,0.002126151665485471
8OXB,train,604.0,1363,1,0.0007336757153338225
8OYF,test,527.0,310,6,0.01935483870967742
8OYI,train,449.0,2577,78,0.030267753201396973
8OZP,train,671.0,2627,10,0.003806623524933384
8P0M,train,439.0,828,2,0.0024154589371980675
8P3Q,train,113.0,2299,7,0.003044802087864289
8P3S,train,113.0,2316,7,0.0030224525043177895
8P3W,train,113.0,2251,15,0.006663705019991115
8PD0,test,472.0,880,2,0.0022727272727272726
8PDA,test,472.0,973,2,0.0020554984583761563
8PEE,test,769.0,1157,1,0.000864304235090752
8PG0,train,683.0,737,2,0.0027137042062415195
8PIV,train,113.0,2293,8,0.0034888791975577847
8PJK,train,55.0,902,3,0.0033259423503325942
8PM6,test,560.0,872,6,0.006880733944954129
8PMJ,test,769.0,1133,2,0.00176522506619594
8POJ,train,439.0,398,1,0.002512562814070352
8PON,train,439.0,408,1,0.0024509803921568627
8PS0,train,364.0,744,2,0.002688172043010753
8PUY,train,439.0,406,1,0.0024630541871921183
8PWN,val,699.0,389,8,0.02056555269922879
8PXO,test,717.0,1581,1,0.0006325110689437065
8PY4,test,717.0,1582,2,0.0012642225031605564
8PYZ,train,155.0,1038,9,0.008670520231213872
8PZ4,val,652.0,466,4,0.008583690987124463
8Q0A,train,768.0,8271,43,0.005198887679845243
8Q0F,train,768.0,8228,36,0.004375303840544483
8Q0J,train,768.0,7990,13,0.0016270337922403004
8Q0M,train,768.0,8271,47,0.0056825051384354975
8Q0O,train,768.0,8228,42,0.005104521147301896
8Q0Q,train,768.0,7990,21,0.0026282853566958696
8Q1B,test,83.0,5948,8,0.0013449899125756557
8Q1P,train,768.0,8228,41,0.004982984929508993
8Q1U,train,768.0,8259,28,0.003390240949267466
8Q1Y,train,768.0,8228,36,0.004375303840544483
8Q25,train,768.0,8257,44,0.005328811917161197
8Q26,test,225.0,802,2,0.0024937655860349127
8Q2P,train,789.0,510,3,0.0058823529411764705
8Q2Z,test,225.0,801,2,0.0024968789013732834
8Q3S,test,225.0,797,2,0.002509410288582183
8Q3T,test,225.0,806,2,0.0024813895781637717
8Q45,train,768.0,8278,56,0.0067649190625755015
8Q46,train,768.0,8228,34,0.004132231404958678
8Q47,train,768.0,8259,35,0.004237801186584332
8Q48,train,768.0,8271,49,0.005924313867730625
8Q49,train,768.0,8228,43,0.005226057365094798
8Q4A,train,768.0,8257,42,0.005086593193653869
8Q7B,test,717.0,1582,1,0.0006321112515802782
8Q9Z,test,589.0,2316,1,0.0004317789291882556
8QA1,test,589.0,2190,13,0.005936073059360731
8QA2,test,589.0,2260,4,0.0017699115044247787
8QA3,test,589.0,2226,4,0.0017969451931716084
8QB4,val,110.0,412,12,0.02912621359223301
8QB5,val,110.0,406,9,0.022167487684729065
8QBY,train,768.0,5131,4,0.0007795751315533034
8QC1,train,668.0,1118,1,0.0008944543828264759
8QCM,test,717.0,1582,3,0.0018963337547408343
8QEB,val,592.0,1098,20,0.018214936247723135
8QEC,val,592.0,1101,22,0.019981834695731154
8QED,val,592.0,1101,17,0.015440508628519528
8QEE,train,368.0,823,8,0.009720534629404616
8QJ3,test,257.0,800,1,0.00125
8QJF,test,589.0,2352,1,0.00042517006802721087
8QKI,test,589.0,1242,6,0.004830917874396135
8QLE,val,633.0,271,1,0.0036900369003690036
8QLF,val,633.0,271,1,0.0036900369003690036
8QQK,train,89.0,1227,7,0.0057049714751426246
8QQZ,val,633.0,1350,10,0.007407407407407408
8QR0,val,633.0,1355,9,0.006642066420664207
8QSK,train,42.0,1046,9,0.008604206500956023
8QSL,train,42.0,1046,9,0.008604206500956023
8QUC,train,661.0,1580,4,0.002531645569620253
8QUD,train,661.0,1580,4,0.002531645569620253
8QVN,test,589.0,2256,12,0.005319148936170213
8QYD,test,397.0,1892,5,0.002642706131078224
8QYH,test,397.0,1837,10,0.005443658138268917
8QYK,test,397.0,1817,5,0.00275178866263071
8QYY,test,126.0,1717,5,0.0029120559114735
8QZ4,test,803.0,733,6,0.008185538881309686
8QZ6,test,659.0,906,6,0.006622516556291391
8QZ7,test,659.0,914,6,0.006564551422319475
8R0M,val,653.0,1410,10,0.0070921985815602835
8R0N,val,653.0,1415,10,0.007067137809187279
8R0O,val,653.0,1415,5,0.0035335689045936395
8R2I,train,622.0,1923,3,0.0015600624024961
8R2V,test,52.0,638,5,0.007836990595611285
8R2W,test,52.0,580,4,0.006896551724137931
8R2X,test,52.0,554,1,0.0018050541516245488
8R96,val,653.0,1440,1,0.0006944444444444445
8R97,val,653.0,2874,3,0.0010438413361169101
8RB8,train,258.0,1605,6,0.003738317757009346
8RB9,train,258.0,1605,8,0.004984423676012461
8RBM,train,258.0,1425,7,0.004912280701754386
8RBQ,train,258.0,1561,3,0.0019218449711723255
8RCO,val,601.0,1164,96,0.08247422680412371
8RCP,val,601.0,1164,111,0.09536082474226804
8RCR,train,578.0,2420,41,0.016942148760330577
8RGK,val,601.0,1164,96,0.08247422680412371
8RGL,val,601.0,1164,92,0.07903780068728522
8RGP,train,768.0,8211,18,0.0021921812203142127
8RGQ,train,768.0,8141,18,0.0022110305859231053
8RGR,train,768.0,8225,23,0.0027963525835866263
8RGT,train,768.0,8141,18,0.0022110305859231053
8RL7,train,573.0,1100,9,0.008181818181818182
8RL8,train,573.0,421,8,0.019002375296912115
8RLC,train,573.0,866,7,0.008083140877598153
8RLD,train,573.0,422,6,0.014218009478672985
8RMK,train,684.0,4521,22,0.004866180048661801
8RMM,train,684.0,4163,12,0.002882536632236368
8RQ4,train,308.0,1402,1,0.0007132667617689016
8RQ5,val,633.0,1340,3,0.002238805970149254
8RQZ,val,770.0,2244,4,0.0017825311942959
8RSO,train,474.0,433,4,0.009237875288683603
8RSP,train,474.0,433,2,0.004618937644341801
8RSS,train,474.0,218,1,0.0045871559633027525
8RW0,val,699.0,386,9,0.023316062176165803
8S5G,train,575.0,1343,1,0.0007446016381236039
8S8Z,train,502.0,2096,16,0.007633587786259542
8S9B,train,650.0,1565,5,0.003194888178913738
8S9C,train,650.0,1565,7,0.0044728434504792336
8SCX,train,393.0,760,5,0.006578947368421052
8SD3,val,296.0,948,36,0.0379746835443038
8SDA,val,296.0,939,20,0.021299254526091587
8SGO,test,621.0,2121,19,0.008958038661008957
8SGW,train,360.0,1226,2,0.0016313213703099511
8SH3,train,360.0,1226,3,0.0024469820554649264
8SHC,train,360.0,1226,5,0.004078303425774877
8SI2,train,457.0,4420,60,0.013574660633484163
8SI3,train,457.0,4420,317,0.07171945701357466
8SI4,train,457.0,4420,276,0.06244343891402715
8SI5,train,457.0,4388,334,0.07611668185961713
8SI6,train,457.0,4428,348,0.07859078590785908
8SI7,train,457.0,4420,326,0.07375565610859729
8SI8,train,457.0,4420,297,0.0671945701357466
8SIA,train,457.0,4420,324,0.07330316742081448
8SID,test,621.0,2121,28,0.013201320132013201
8SIE,train,360.0,1226,4,0.0032626427406199023
8SLY,train,200.0,2364,4,0.001692047377326565
8SNC,train,450.0,728,1,0.0013736263736263737
8SNE,train,450.0,735,2,0.0027210884353741495
8SP8,train,200.0,2448,197,0.08047385620915033
8SQL,train,308.0,1396,2,0.0014326647564469914
8SQW,train,449.0,2577,78,0.030267753201396973
8SR1,train,449.0,2577,74,0.02871556072953046
8SR2,train,449.0,2577,83,0.03220799379123011
8SR7,train,723.0,5500,8,0.0014545454545454545
8SR8,train,723.0,5412,4,0.0007390983000739098
8SR9,train,723.0,5408,4,0.0007396449704142012
8SRA,train,723.0,5392,4,0.000741839762611276
8SRB,train,723.0,5396,4,0.0007412898443291327
8SRC,train,723.0,5464,4,0.0007320644216691069
8SRD,train,723.0,5472,8,0.0014619883040935672
8SRE,train,723.0,5508,4,0.0007262164124909223
8SRF,train,723.0,5508,4,0.0007262164124909223
8SRG,train,723.0,5464,8,0.0014641288433382138
8SRH,train,723.0,5464,8,0.0014641288433382138
8SRI,train,723.0,5472,8,0.0014619883040935672
8SRK,train,259.0,4284,4,0.0009337068160597573
8SS2,val,343.0,3802,8,0.0021041557075223566
8SS3,val,798.0,2280,15,0.006578947368421052
8SS6,val,343.0,3794,26,0.006852925672113864
8SS7,val,798.0,2266,37,0.016328331862312445
8SS8,val,343.0,3514,6,0.001707455890722823
8SS9,val,798.0,1986,4,0.002014098690835851
8SSA,val,343.0,3840,4,0.0010416666666666667
8SSB,val,798.0,2304,9,0.00390625
8SWN,train,308.0,1135,13,0.01145374449339207
8SZA,test,471.0,606,6,0.009900990099009901
8SZC,train,48.0,1235,87,0.07044534412955465
8SZG,val,145.0,2237,2,0.000894054537326777
8SZH,val,145.0,2267,3,0.0013233348037053375
8SZI,val,145.0,2249,3,0.0013339261894175188
8T03,train,127.0,852,2,0.002347417840375587
8T04,train,127.0,852,4,0.004694835680751174
8T05,train,561.0,631,1,0.001584786053882726
8T1P,train,48.0,1239,88,0.07102502017756256
8T3K,train,48.0,1204,39,0.03239202657807309
8T3R,test,467.0,961,1,0.001040582726326743
8T3S,train,55.0,1119,1,0.0008936550491510277
8T3U,test,467.0,906,2,0.002207505518763797
8T44,test,467.0,957,3,0.003134796238244514
8T45,test,467.0,917,1,0.0010905125408942203
8T47,test,467.0,1022,1,0.0009784735812133072
8T56,val,46.0,1498,12,0.00801068090787717
8T57,train,654.0,1008,6,0.005952380952380952
8T5T,test,805.0,195,1,0.005128205128205128
8T6L,train,650.0,1237,1,0.0008084074373484236
8T6U,test,467.0,1032,2,0.001937984496124031
8T6V,test,467.0,1032,1,0.0009689922480620155
8TEH,test,807.0,1108,20,0.018050541516245487
8TEI,test,807.0,1108,16,0.01444043321299639
8TEO,val,296.0,784,12,0.015306122448979591
8TF5,train,753.0,363,13,0.03581267217630854
8TGY,train,336.0,763,2,0.002621231979030144
8THG,train,650.0,1565,2,0.0012779552715654952
8THH,train,650.0,1565,5,0.003194888178913738
8THJ,val,297.0,1230,3,0.0024390243902439024
8TKP,train,588.0,1698,10,0.005889281507656066
8TOW,train,622.0,5542,54,0.009743774810537712
8TQM,test,472.0,843,48,0.05693950177935943
8TR5,train,554.0,1659,27,0.0162748643761302
8TR6,train,554.0,1665,27,0.016216216216216217
8TR7,train,554.0,1665,30,0.018018018018018018
8TR8,train,554.0,1656,24,0.014492753623188406
8TRA,train,554.0,1665,27,0.016216216216216217
8TRK,train,554.0,1659,21,0.012658227848101266
8TW6,val,562.0,821,3,0.0036540803897685747
8TZO,train,771.0,1070,2,0.001869158878504673
8TZP,train,771.0,859,3,0.0034924330616996507
8TZR,train,771.0,1079,4,0.0037071362372567192
8U2Z,train,200.0,2040,60,0.029411764705882353
8U3A,test,576.0,405,10,0.024691358024691357
8U3C,test,576.0,405,10,0.024691358024691357
8U43,train,200.0,2224,32,0.014388489208633094
8U4N,train,55.0,889,1,0.0011248593925759281
8U4P,train,55.0,892,1,0.0011210762331838565
8U53,val,655.0,1074,4,0.0037243947858473
8U56,val,594.0,1082,4,0.0036968576709796672
8U5C,val,594.0,1150,7,0.00608695652173913
8U8F,train,55.0,889,7,0.007874015748031496
8UBR,val,549.0,1156,1,0.0008650519031141869
8UBW,train,528.0,418,11,0.02631578947368421
8UBX,train,528.0,419,6,0.014319809069212411
8UBY,train,528.0,419,11,0.026252983293556086
8UBZ,train,528.0,415,8,0.01927710843373494
8UC0,train,528.0,422,3,0.0071090047393364926
8UC8,train,27.0,1936,4,0.002066115702479339
8UCJ,test,83.0,2081,3,0.0014416146083613647
8UCK,test,83.0,1887,2,0.0010598834128245894
8UCL,test,83.0,1916,3,0.0015657620041753654
8UCM,test,83.0,1916,2,0.0010438413361169101
8UCN,test,83.0,1905,3,0.0015748031496062992
8UCO,test,83.0,1880,5,0.0026595744680851063
8UCP,test,83.0,1905,3,0.0015748031496062992
8UFD,train,724.0,950,4,0.004210526315789474
8UFG,val,602.0,1120,1,0.0008928571428571428
8UGY,train,55.0,864,1,0.0011574074074074073
8UL9,train,128.0,774,5,0.006459948320413436
8UO9,test,563.0,674,5,0.00741839762611276
8URP,train,128.0,774,6,0.007751937984496124
8URT,train,128.0,774,6,0.007751937984496124
8UT1,test,74.0,1970,75,0.03807106598984772
8UTB,test,74.0,1875,25,0.013333333333333334
8UUK,train,360.0,1226,2,0.0016313213703099511
8UVC,test,605.0,1026,6,0.005847953216374269
8UVD,test,605.0,1026,12,0.011695906432748537
8UVE,test,605.0,1010,6,0.005940594059405941
8UVF,test,605.0,1026,12,0.011695906432748537
8UVG,test,605.0,1010,6,0.005940594059405941
8UVI,test,605.0,994,6,0.006036217303822937
8UY6,train,678.0,2928,104,0.03551912568306011
8UZJ,test,74.0,1970,40,0.02030456852791878
8V0G,val,369.0,985,1,0.0010152284263959391
8V4S,train,554.0,1656,15,0.009057971014492754
8V60,val,725.0,3624,8,0.002207505518763797
8V63,val,725.0,3624,5,0.0013796909492273732
8V64,val,725.0,3640,27,0.007417582417582417
8V6K,train,200.0,2560,230,0.08984375
8V6L,train,200.0,2612,12,0.004594180704441042
8V6M,train,200.0,2560,56,0.021875
8V6N,train,200.0,2544,24,0.009433962264150943
8V6O,train,200.0,2560,45,0.017578125
8V7Z,val,549.0,1104,1,0.0009057971014492754
8V80,test,74.0,1970,60,0.030456852791878174
8V82,test,74.0,1970,90,0.04568527918781726
8V86,test,74.0,1970,74,0.03756345177664975
8V88,test,74.0,1970,55,0.027918781725888325
8V89,test,74.0,1970,25,0.012690355329949238
8V8A,test,74.0,1970,115,0.0583756345177665
8VAV,val,129.0,2096,16,0.007633587786259542
8VEJ,train,564.0,482,2,0.004149377593360996
8VT6,val,526.0,348,11,0.031609195402298854
8VT9,train,44.0,1624,16,0.009852216748768473
8VTA,train,44.0,1616,12,0.007425742574257425
8VTB,train,44.0,1600,6,0.00375
8VTJ,train,394.0,821,3,0.0036540803897685747
8VTK,train,394.0,821,4,0.0048721071863581
8VTM,train,394.0,821,4,0.0048721071863581
8VU3,val,596.0,6786,15,0.0022104332449160036
8VUX,val,53.0,2010,1,0.0004975124378109452
8VWK,train,121.0,430,2,0.004651162790697674
8VWM,val,526.0,348,10,0.028735632183908046
8VYJ,train,650.0,1395,1,0.0007168458781362007
8W1J,train,121.0,1259,5,0.003971405877680699
8W1K,train,121.0,1259,6,0.004765687053216839
8W2L,train,457.0,4056,50,0.01232741617357002
8W4A,test,311.0,1066,5,0.004690431519699813
8W6C,test,605.0,1060,1,0.0009433962264150943
8W6O,test,605.0,907,3,0.0033076074972436605
8W75,train,529.0,1610,12,0.007453416149068323
8W78,train,529.0,1625,8,0.004923076923076923
8W7F,train,529.0,1637,11,0.006719609040928528
8W8B,train,55.0,1096,2,0.0018248175182481751
8WA5,train,406.0,1249,2,0.0016012810248198558
8WB4,train,622.0,7846,19,0.002421616110119806
8WBA,test,717.0,1106,2,0.0018083182640144665
8WCI,train,751.0,1903,1,0.0005254860746190226
8WCK,train,201.0,680,7,0.010294117647058823
8WCL,train,201.0,847,4,0.004722550177095631
8WCQ,test,621.0,1560,20,0.01282051282051282
8WCR,test,621.0,1560,25,0.016025641025641024
8WD9,train,130.0,1626,2,0.0012300123001230013
8WDA,train,130.0,1626,1,0.0006150061500615006
8WDU,train,394.0,2565,120,0.04678362573099415
8WDV,train,394.0,2571,100,0.038895371450797356
8WEY,val,596.0,3113,10,0.0032123353678123997
8WG3,train,45.0,547,1,0.0018281535648994515
8WGH,val,596.0,3412,18,0.005275498241500586
8WKY,train,541.0,473,1,0.0021141649048625794
8WKZ,train,541.0,472,1,0.00211864406779661
8WM5,train,724.0,950,13,0.01368421052631579
8WM6,val,596.0,5216,14,0.0026840490797546013
8WM9,train,656.0,719,5,0.006954102920723227
8WMJ,val,596.0,4540,14,0.0030837004405286344
8WMV,val,596.0,5017,12,0.002391867649990034
8WMW,val,596.0,4350,14,0.003218390804597701
8WOQ,val,198.0,1294,8,0.0061823802163833074
8WOR,val,198.0,1294,11,0.008500772797527048
8WOS,val,198.0,1272,7,0.00550314465408805
8WOT,val,198.0,1272,8,0.006289308176100629
8WPL,val,667.0,2676,3,0.0011210762331838565
8WPN,val,667.0,2720,4,0.0014705882352941176
8WR3,val,594.0,1154,11,0.009532062391681109
8WTZ,train,672.0,1778,2,0.0011248593925759281
8WUI,train,672.0,1826,9,0.004928806133625411
8WXE,test,114.0,548,1,0.0018248175182481751
8WY0,test,114.0,587,3,0.005110732538330494
8X1N,val,601.0,591,4,0.00676818950930626
8X1U,train,360.0,1403,2,0.0014255167498218105
8X52,test,191.0,1334,1,0.0007496251874062968
8X53,test,191.0,1334,2,0.0014992503748125937
8X54,test,191.0,1337,1,0.0007479431563201197
8X5B,train,568.0,786,9,0.011450381679389313
8X5F,test,505.0,1232,9,0.007305194805194805
8X90,train,565.0,2665,5,0.001876172607879925
8X91,train,565.0,2691,5,0.0018580453363062058
8X93,train,565.0,2659,5,0.00188040616773223
8X95,test,676.0,768,1,0.0013020833333333333
8XAJ,val,46.0,1410,2,0.0014184397163120568
8XBS,train,146.0,1282,14,0.0109204368174727
8XC1,train,146.0,1320,8,0.006060606060606061
8XDN,val,609.0,872,3,0.0034403669724770644
8XGD,test,589.0,2148,48,0.0223463687150838
8XKL,train,54.0,1280,1,0.00078125
8XLP,train,622.0,6652,18,0.0027059530968129887
8XLS,val,596.0,3129,10,0.0031959092361776927
8XM6,train,593.0,645,2,0.0031007751937984496
8XMM,train,650.0,1318,5,0.0037936267071320183
8XMN,train,650.0,1569,1,0.0006373486297004461
8XMO,train,650.0,1578,4,0.0025348542458808617
8XNL,train,768.0,4259,7,0.001643578304766377
8XNM,train,768.0,4282,8,0.0018682858477347033
8XNN,train,768.0,4249,6,0.0014120969639915275
8XNO,train,768.0,4178,11,0.002632838678793681
8XNP,train,768.0,4205,10,0.0023781212841854932
8XNQ,train,768.0,4179,11,0.002632208662359416
8XNR,train,768.0,4189,6,0.0014323227500596801
8XNS,train,768.0,4215,1,0.00023724792408066428
8XNT,train,768.0,4037,1,0.00024770869457517957
8XNV,train,768.0,4226,9,0.002129673450070989
8XNW,train,768.0,4194,5,0.0011921793037672865
8XNX,train,768.0,4213,8,0.0018988844054118206
8XNY,train,768.0,4116,2,0.00048590864917395527
